Date,Headline,Content,Close
2023-10-26,Disney-Reliance Deal: Why Bob Iger should follow Murdoch’s lead and cash out,"Bob Iger, CEO of The Walt Disney Co., is reportedly nearing a deal to sell the company's Indian operations, known as Disney Star, for billions of dollars. This comes as a new class of competition, led by Indian tycoon Mukesh Ambani, disrupts the legacy media industry in India. Ambani's 4G telco has gained over 400 million customers and has built a consumer empire that blurs the lines between carriage, content, and commerce. The deal with Iger would validate Ambani's digital, retail, and consumer finance propositions, further solidifying his dominance in the Indian market.",2226.5
2023-10-27,"Pivotal stocks like Reliance, HDFC Bank, HUL and UltraTech are giving very good entry points: Sanjiv Bhasin","The markets are definitely over-pessimist. Within a week, we are so heavily oversold that anything can trigger an upside now. I am very optimistic on both the indices, the Nifty and the Bank Nifty. I think they have been overdone in this sell off or profit booking in the mid caps. And mid caps, I think, will again retrace themselves after a little bit of consolidation.",2265.800048828125
2023-10-30,"Buy Reliance Industries, target price Rs 2760: Motilal Oswal","Reliance Industries Ltd. key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022.",2312.5
2023-10-31,Reliance bets big on AI to power its consumer finance business,"A separate tech team is fine-tuning AI to match investors and their risk appetite and suggest investment products accordingly. ""We have a consumer data mine with us. Jio will also take a lot of technology intelligence from BlackRock, officials said. We have already begun using bots in some of our other businesses but how deeper can we use AI is work in progress,"" an official close to the development said. Jio Financial Services did not comment.",2287.89990234375
2023-11-01,,,2297.39990234375
2023-11-02,Ambani’s Reliance Industries considers record $1.8 billion bond sale,"Reliance Industries is India’s largest company by market value, and its business interests range from petrochemicals refining to wireless communication services and consumer goods. It is expanding rapidly into 5G and venturing into new areas like green energy and financial services.",2320.199951171875
2023-11-03,Arvind Fashions jumps 10% on deal with Reliance Retail unit,"The share purchase agreement meant that Reliance Beauty Brands would have exclusive access to Arvind Fashion's various beauty brands including Sephora. In a separate statement, Reliance Retail said the partnership with Sephora will advance their shared ambition to develop and define the future of prestige beauty retail in India. The partnership also gives Reliance Beauty exclusive rights to build and enhance Sephora’s presence in India across channels.",2319.699951171875
2023-11-06,Reliance Retail ramps up Smart Bazaar stores in small towns,"Reliance Retail is the retail unit of Reliance Industries. It is the largest grocery retailer in the country which operates stores in multiple formats - Smart Superstore, Smart Point, Smart Bazaar, Fresh Signature, Freshpik and 7-Eleven.",2339.0
2023-11-07,Samvat 2080: Why Reliance & Poonawalla Fincorp are top picks for Dharmesh Kant,"Any cut in the interest rate will further fuel the lending side of the business and that is the reason why we have picked it up. From a target perspective, around Rs 450 is the target we are expecting on Poonawalla Fincorp from at least a year of holding. Price to book, it is expensive but that is how it is with the companies which are growing at a scorching pace.",2323.800048828125
2023-11-08,Indian insurers to lead bids for Reliance Industries' mega bond issue,"Reliance's longer-tenor bond issue is very attractive and we expect around 50%-70% of the issue size to be taken up by LIC, and another 10%-20% by a state-run provident fund house,"" a banker aware of the development said. Reliance and LIC did not reply to Reuters emails seeking comment. The company is likely to receive bids in the range of 7.70%-7.80%, around 30- 40 basis points (bps) above the 10-year benchmark government bond yield on an annualised basis, traders said, adding they expect over-subscription.",2335.89990234375
2023-11-09,,,2310.550048828125
2023-11-10,"Reliance raises Rs 20,000 cr at 7.79% interest rate","We wish to inform that the company has today allotted 20,00,000 secured, redeemable, non-convertible debentures (NCDs) of the face value of Rs 1,00,000 each, issued on private placement basis,"" it said. The base issue size was Rs 10,000 crore, with an option to retain oversubscription (green shoe option) of up to Rs 10,000 crore. The company's bond issue earlier this week received bids worth Rs 27,115 crore, with major interest from insurance companies. Of this, it retained Rs 20,000 crore. The debentures will be secured by ""all moveable plant and machinery (both present and future) of the company, located at Hazira and Dahej manufacturing divisions of the company,"" it said, adding they shall also be secured by all movable fixed assets as well as movable fixed assets at the two sites.",2314.89990234375
2023-11-13,,,2314.60009765625
2023-11-15,,,2356.449951171875
2023-11-16,Reliance JioCinema signs up Pokemon in kids entertainment push-sources,"Reliance entertainment unit has partnered with The Pokemon Company to bring children's shows and movies to its platform, JioCinema. This move aims to enhance content offerings and compete with rivals like Disney and other streaming services. Under the deal, JioCinema will become the exclusive India platform for over 1,000 episodes and 20 movies of the popular Japanese anime series, which will be dubbed in three Indian languages. This collaboration is part of Reliance's strategy to expand its presence in the Indian streaming market, which is projected to reach $7 billion by 2027",2360.699951171875
2023-11-17,"Reliance, HDFC Bank poised to drive market; 2 auto ancillary stocks to go up 30% over next year : Sanjiv Bhasin","I am looking at 20,000 coming, whether it comes next week, today or by the end of the month it is very much on the cards that new highs are here. The index has consolidated enough and maybe for a day or so, consolidation may continue. But we are going to outperform in the near future",2355.550048828125
2023-11-20,RBI directs Reliance Capital's acquiring company IIHL BFSI (India) to maintain arm's length distance from IndusInd parent,"This is one of the conditions that the banking regulator stipulated while granting no objection to the transfer of management control of Reliance Capital to IIHL BFSI (India) – a wholly owned subsidiary of IIHL, according to a communication sent by the RBI to Reliance Capital and reviewed by ET.",2349.35009765625
2023-11-21,"Sanjiv Bhasin on why he prefers Reliance Retail to Trent, says midcap rally is here to stay",Some of the beaten down banks will lead the rally. Axis is looking very strong. I think that is deserving of a re-rating. Pharma stocks are leading the flow and that is evident from the likes of Dr Reddy’s and HCL Tech and so on. There is a basket of stocks and it is about time Reliance started to show its colours.,2378.89990234375
2023-11-22,"If I got a blank check, I will go and buy Reliance Industries: Sudip Bandyopadhyay","There is an exponential growth potential in Reliance. While both retail and telecom are well established, green energy is a new business where things are improving and looking up. It deserves a much better valuation. I will definitely go and buy Reliance Industries if I am given a blank cheque.",2388.199951171875
2023-11-23,Reliance Jio IPO will be stock rerating catalyst for Airtel: CLSA,"BUY-rated Reliance Industries holds 67% of RJio and valuation is 60% higher than the 33% stake from the 2020 sale that raised US$20bn. We also expect RJio’s planned IPO to serve as a further catalyst for BUY-rated Bharti stock,"" CLSA analyst Deepti Chaturvedi said.",2395.5
2023-11-24,,,2393.89990234375
2023-11-28,IOC corners more than a third of D6 gas in latest Reliance auction,"State-owned Indian Oil Corporation (IOC) has cornered more than a third of natural gas that Reliance Industries Ltd and its partner bp of the UK offered in the latest auction of the KG-D6 gas, sources said. IOC got 1.45 million standard cubic meters per day out of the 4 mmscmd of gas auctioned last week. The oil refining and marketing company, which was the top bidder even in the previous two auctions of gas from the eastern offshore KG-D6 block of Reliance-bp, bid the volumes as an aggregator on behalf of fertilizer plants. City gas companies including Torrent Gas and Gujarat Gas secured a total of 2.21 mmscmd of gas for turning into CNG for sale to automobiles and piped to household kitchens for cooking purposes, two sources with direct knowledge of the matter said.",2394.39990234375
2023-11-29,,,2400.699951171875
2023-11-30,France's SMCP strikes deal with Reliance to expand into India,"PARIS: Fashion group SMCP, owner of French fashion labels Sandro and Maje, said on Thursday it signed a deal with Reliance to expand into India and will join other high-end European brands opening stores in the Jio World Plaza mall in Mumbai. ""There aren't a lot of accessible luxury fashion labels in India so we think it's time to be pioneering,"" said SMCP CEO Isabelle Guichot, citing India's wealth and growing population of younger generations among reasons for entering the country. After years of testing the Indian market with outlets in luxury hotels, high-end European labels are seeking to expand their retail presence there to tap its strong economic growth and a rapid rise in the number of local millionaires. SMCP did not disclose the financial terms of its partnership with Reliance Brands, which will become the exclusive distributor in India of Sandro and Maje. Reliance plans to open around 10 stores selling the SMCP brands in the next three to five years, said Guichot, starting with the mall in Mumbai developed by Indian tycoon Mukesh Ambani.",2377.449951171875
2023-12-01,"India resumes imports of Venezuelan oil, Reliance seeks direct deal","Indian refiners have resumed buying Venezuelan oil through intermediaries, with Reliance set to meet executives from state firm PDVSA next week to discuss oil sales following the easing of U.S. sanctions on the South American country, people familiar with the matter said. The resumption in trade between the OPEC producer and what it was its second largest destination for oil exports comes after Washington in October temporarily lifted sanctions banning Venezuelan oil exports, prompting a flurry of spot sales of crude and fuel through middlemen and traders, mostly to China. But Venezuela's oil output has been volatile, limiting what it can offer for exports. India last imported Venezuelan crude in 2020. Access to Venezuela's heavy oil could cap import costs for India, which has become a major Russian oil buyer, and further reduce its reliance on the Middle East.",2394.300048828125
2023-12-04,,,2420.199951171875
2023-12-05,,,2437.75
2023-12-06,Reliance ARC onboards Credgenics' debt recovery tech platform,"Reliance Asset Reconstruction Company has adopted the debt recovery platform developed by Credgenics, which offers ARCs comprehensive digital and insights-driven capabilities for efficient debt resolution in the retail and SME sectors. It provides detailed insights into overdue cases, empowering ARCs to reconsider debt recovery approaches, and incorporates AI/ML models for assessing communication efficiency and adjusting outreach strategies.",2461.10009765625
2023-12-07,,,2457.050048828125
2023-12-08,,,2455.75
2023-12-11,Dunzo survival hinges on Reliance Retail commitment to funds,"An impasse after several rounds of discussions has left Dunzo’s other investors increasingly sceptical of its chances of survival in the absence of fresh funding soon, said multiple people briefed on the situation. While Dunzo chief executive Kabeer Biswas has been trying to stitch together a fresh financing round for months, Mukesh Ambani-owned Reliance Retail’s participation and clearance for the cash infusion will be critical.",2459.35009765625
2023-12-12,,,2424.050048828125
2023-12-13,,,2433.949951171875
2023-12-14,,,2464.14990234375
2023-12-15,,,2495.60009765625
2023-12-18,,,2521.0
2023-12-19,,,2558.10009765625
2023-12-20,,,2527.14990234375
2023-12-21,,,2562.550048828125
